campaign_id,campaign_name,date,total_impressions,total_clicks,daily_ctr,rolling_7_day_ctr,ctr_difference
102,"Fashion Brand Awareness",2025-01-08,153514,2409,0.01569,0.018637142,-0.002947142
102,"Fashion Brand Awareness",2025-01-09,159133,2852,0.01792,0.018287142,-0.000367142
102,"Fashion Brand Awareness",2025-01-10,164794,3683,0.02235,0.019827142,0.002522858
102,"Fashion Brand Awareness",2025-01-11,153749,2285,0.01486,0.018887142,-0.004027142
102,"Fashion Brand Awareness",2025-01-12,162463,2439,0.01501,0.017881428,-0.002871428
102,"Fashion Brand Awareness",2025-01-13,149807,3202,0.02137,0.018014285,0.003355715
102,"Fashion Brand Awareness",2025-01-14,161490,3673,0.02274,0.018562857,0.004177143
102,"Fashion Brand Awareness",2025-01-15,160602,1942,0.01209,0.018048571,-0.005958571
102,"Fashion Brand Awareness",2025-01-16,154638,2611,0.01688,0.017900000,-0.001020000
102,"Fashion Brand Awareness",2025-01-17,165232,2396,0.01450,0.016778571,-0.002278571
102,"Fashion Brand Awareness",2025-01-18,154082,2706,0.01756,0.017164285,0.000395715
102,"Fashion Brand Awareness",2025-01-19,168627,3113,0.01846,0.017657142,0.000802858
102,"Fashion Brand Awareness",2025-01-20,161936,3321,0.02051,0.017534285,0.002975715
102,"Fashion Brand Awareness",2025-01-21,156900,2950,0.01880,0.016971428,0.001828572
102,"Fashion Brand Awareness",2025-01-22,166516,2618,0.01572,0.017490000,-0.001770000
102,"Fashion Brand Awareness",2025-01-23,156220,2839,0.01817,0.017674285,0.000495715
102,"Fashion Brand Awareness",2025-01-24,151651,2961,0.01953,0.018392857,0.001137143
102,"Fashion Brand Awareness",2025-01-25,161260,2928,0.01816,0.018478571,-0.000318571
102,"Fashion Brand Awareness",2025-01-26,155591,3950,0.02539,0.019468571,0.005921429
102,"Fashion Brand Awareness",2025-01-27,159589,3027,0.01897,0.019248571,-0.000278571
102,"Fashion Brand Awareness",2025-01-28,162184,2352,0.01450,0.018634285,-0.004134285
102,"Fashion Brand Awareness",2025-01-29,174931,2861,0.01636,0.018725714,-0.002365714
102,"Fashion Brand Awareness",2025-01-30,164798,2833,0.01719,0.018585714,-0.001395714
102,"Fashion Brand Awareness",2025-01-31,154915,3106,0.02005,0.018660000,0.001390000
102,"Fashion Brand Awareness",2025-02-01,160518,2311,0.01440,0.018122857,-0.003722857
102,"Fashion Brand Awareness",2025-02-02,160889,2770,0.01722,0.016955714,0.000264286
102,"Fashion Brand Awareness",2025-02-03,153792,2687,0.01747,0.016741428,0.000728572
102,"Fashion Brand Awareness",2025-02-04,162333,2512,0.01547,0.016880000,-0.001410000
102,"Fashion Brand Awareness",2025-02-05,163726,3368,0.02057,0.017481428,0.003088572
102,"Fashion Brand Awareness",2025-02-06,160720,2721,0.01693,0.017444285,-0.000514285
102,"Fashion Brand Awareness",2025-02-07,156880,3840,0.02448,0.018077142,0.006402858
102,"Fashion Brand Awareness",2025-02-08,161717,2353,0.01455,0.018098571,-0.003548571
102,"Fashion Brand Awareness",2025-02-09,150853,2178,0.01444,0.017701428,-0.003261428
102,"Fashion Brand Awareness",2025-02-10,159335,3827,0.02402,0.018637142,0.005382858
102,"Fashion Brand Awareness",2025-02-11,167923,3076,0.01832,0.019044285,-0.000724285
102,"Fashion Brand Awareness",2025-02-12,160310,3532,0.02203,0.019252857,0.002777143
102,"Fashion Brand Awareness",2025-02-13,162063,3592,0.02216,0.020000000,0.002160000
102,"Fashion Brand Awareness",2025-02-14,159153,2872,0.01805,0.019081428,-0.001031428
102,"Fashion Brand Awareness",2025-02-15,155603,2987,0.01920,0.019745714,-0.000545714
102,"Fashion Brand Awareness",2025-02-16,161193,2363,0.01466,0.019777142,-0.005117142
102,"Fashion Brand Awareness",2025-02-17,146736,3202,0.02182,0.019462857,0.002357143
102,"Fashion Brand Awareness",2025-02-18,161328,3326,0.02062,0.019791428,0.000828572
102,"Fashion Brand Awareness",2025-02-19,162729,2846,0.01749,0.019142857,-0.001652857
102,"Fashion Brand Awareness",2025-02-20,156498,3151,0.02013,0.018852857,0.001277143
102,"Fashion Brand Awareness",2025-02-21,149888,3105,0.02072,0.019234285,0.001485715
102,"Fashion Brand Awareness",2025-02-22,159139,1973,0.01240,0.018262857,-0.005862857
102,"Fashion Brand Awareness",2025-02-23,163496,2713,0.01659,0.018538571,-0.001948571
102,"Fashion Brand Awareness",2025-02-24,158737,2538,0.01599,0.017705714,-0.001715714
102,"Fashion Brand Awareness",2025-02-25,165111,2812,0.01703,0.017192857,-0.000162857
102,"Fashion Brand Awareness",2025-02-26,165465,2554,0.01544,0.016900000,-0.001460000
102,"Fashion Brand Awareness",2025-02-27,164135,3531,0.02151,0.017097142,0.004412858
102,"Fashion Brand Awareness",2025-02-28,149706,3411,0.02278,0.017391428,0.005388572
102,"Fashion Brand Awareness",2025-03-01,154948,3317,0.02141,0.018678571,0.002731429
102,"Fashion Brand Awareness",2025-03-02,162680,3311,0.02035,0.019215714,0.001134286
102,"Fashion Brand Awareness",2025-03-03,155140,3040,0.01960,0.019731428,-0.000131428
102,"Fashion Brand Awareness",2025-03-04,158237,2109,0.01333,0.019202857,-0.005872857
102,"Fashion Brand Awareness",2025-03-05,158410,2293,0.01448,0.019065714,-0.004585714
102,"Fashion Brand Awareness",2025-03-06,160836,2741,0.01704,0.018427142,-0.001387142
102,"Fashion Brand Awareness",2025-03-07,145653,2495,0.01713,0.017620000,-0.000490000
102,"Fashion Brand Awareness",2025-03-08,154600,3799,0.02457,0.018071428,0.006498572
102,"Fashion Brand Awareness",2025-03-09,171961,2857,0.01661,0.017537142,-0.000927142
102,"Fashion Brand Awareness",2025-03-10,168456,2063,0.01225,0.016487142,-0.004237142
102,"Fashion Brand Awareness",2025-03-11,160728,2366,0.01472,0.016685714,-0.001965714
102,"Fashion Brand Awareness",2025-03-12,168662,1907,0.01131,0.016232857,-0.004922857
102,"Fashion Brand Awareness",2025-03-13,157505,2779,0.01764,0.016318571,0.001321429
102,"Fashion Brand Awareness",2025-03-14,153062,2643,0.01727,0.016338571,0.000931429
102,"Fashion Brand Awareness",2025-03-15,170893,2534,0.01483,0.014947142,-0.000117142
102,"Fashion Brand Awareness",2025-03-16,158867,2977,0.01874,0.015251428,0.003488572
103,"B2B SaaS Lead Generation",2025-01-01,171473,3984,0.02323,0.023230000,0.000000000
103,"B2B SaaS Lead Generation",2025-01-02,168032,3343,0.01990,0.021565000,-0.001665000
103,"B2B SaaS Lead Generation",2025-01-03,164931,3651,0.02214,0.021756666,0.000383334
103,"B2B SaaS Lead Generation",2025-01-04,160988,3066,0.01904,0.021077500,-0.002037500
103,"B2B SaaS Lead Generation",2025-01-05,166554,3537,0.02124,0.021110000,0.000130000
103,"B2B SaaS Lead Generation",2025-01-06,170660,4848,0.02841,0.022326666,0.006083334
103,"B2B SaaS Lead Generation",2025-01-07,165567,4242,0.02562,0.022797142,0.002822858
103,"B2B SaaS Lead Generation",2025-01-08,169292,4219,0.02492,0.023038571,0.001881429
103,"B2B SaaS Lead Generation",2025-01-09,155752,3304,0.02121,0.023225714,-0.002015714
103,"B2B SaaS Lead Generation",2025-01-10,155389,4862,0.03129,0.024532857,0.006757143
103,"B2B SaaS Lead Generation",2025-01-11,155970,3389,0.02173,0.024917142,-0.003187142
103,"B2B SaaS Lead Generation",2025-01-12,178133,4597,0.02581,0.025570000,0.000240000
103,"B2B SaaS Lead Generation",2025-01-13,155905,3958,0.02539,0.025138571,0.000251429
103,"B2B SaaS Lead Generation",2025-01-14,159370,4158,0.02609,0.025205714,0.000884286
103,"B2B SaaS Lead Generation",2025-01-15,155430,4095,0.02635,0.025410000,0.000940000
103,"B2B SaaS Lead Generation",2025-01-16,163137,3391,0.02079,0.025350000,-0.004560000
103,"B2B SaaS Lead Generation",2025-01-17,160105,4236,0.02646,0.024660000,0.001800000
103,"B2B SaaS Lead Generation",2025-01-18,158358,3474,0.02194,0.024690000,-0.002750000
103,"B2B SaaS Lead Generation",2025-01-19,171739,3507,0.02042,0.023920000,-0.003500000
103,"B2B SaaS Lead Generation",2025-01-20,164957,4160,0.02522,0.023895714,0.001324286
103,"B2B SaaS Lead Generation",2025-01-21,157033,3532,0.02249,0.023381428,-0.000891428
103,"B2B SaaS Lead Generation",2025-01-22,161429,4039,0.02502,0.023191428,0.001828572
103,"B2B SaaS Lead Generation",2025-01-23,156300,3797,0.02429,0.023691428,0.000598572
103,"B2B SaaS Lead Generation",2025-01-24,170348,2949,0.01731,0.022384285,-0.005074285
103,"B2B SaaS Lead Generation",2025-01-25,171278,4566,0.02666,0.023058571,0.003601429
103,"B2B SaaS Lead Generation",2025-01-26,158326,4000,0.02526,0.023750000,0.001510000
103,"B2B SaaS Lead Generation",2025-01-27,160933,4484,0.02786,0.024127142,0.003732858
103,"B2B SaaS Lead Generation",2025-01-28,142777,3866,0.02708,0.024782857,0.002297143
103,"B2B SaaS Lead Generation",2025-01-29,167270,3129,0.01871,0.023881428,-0.005171428
103,"B2B SaaS Lead Generation",2025-01-30,152337,3342,0.02194,0.023545714,-0.001605714
103,"B2B SaaS Lead Generation",2025-01-31,176274,3529,0.02002,0.023932857,-0.003912857
103,"B2B SaaS Lead Generation",2025-02-01,166342,3458,0.02079,0.023094285,-0.002304285
103,"B2B SaaS Lead Generation",2025-02-02,161810,3171,0.01960,0.022285714,-0.002685714
103,"B2B SaaS Lead Generation",2025-02-03,157571,3822,0.02426,0.021771428,0.002488572
103,"B2B SaaS Lead Generation",2025-02-04,162109,4414,0.02723,0.021792857,0.005437143
103,"B2B SaaS Lead Generation",2025-02-05,161554,4244,0.02627,0.022872857,0.003397143
103,"B2B SaaS Lead Generation",2025-02-06,171210,3340,0.01951,0.022525714,-0.003015714
103,"B2B SaaS Lead Generation",2025-02-07,164527,3245,0.01972,0.022482857,-0.002762857
103,"B2B SaaS Lead Generation",2025-02-08,161579,4006,0.02479,0.023054285,0.001735715
103,"B2B SaaS Lead Generation",2025-02-09,167802,4107,0.02448,0.023751428,0.000728572
103,"B2B SaaS Lead Generation",2025-02-10,158422,3479,0.02196,0.023422857,-0.001462857
103,"B2B SaaS Lead Generation",2025-02-11,173053,4271,0.02468,0.023058571,0.001621429
103,"B2B SaaS Lead Generation",2025-02-12,158986,4409,0.02773,0.023267142,0.004462858
103,"B2B SaaS Lead Generation",2025-02-13,168822,4489,0.02659,0.024278571,0.002311429
103,"B2B SaaS Lead Generation",2025-02-14,167192,4856,0.02904,0.025610000,0.003430000
103,"B2B SaaS Lead Generation",2025-02-15,167182,4291,0.02567,0.025735714,-0.000065714
103,"B2B SaaS Lead Generation",2025-02-16,160734,3742,0.02328,0.025564285,-0.002284285
103,"B2B SaaS Lead Generation",2025-02-17,163517,4372,0.02674,0.026247142,0.000492858
103,"B2B SaaS Lead Generation",2025-02-18,157928,3271,0.02071,0.025680000,-0.004970000
103,"B2B SaaS Lead Generation",2025-02-19,156182,4397,0.02815,0.025740000,0.002410000
103,"B2B SaaS Lead Generation",2025-02-20,161232,3428,0.02126,0.024978571,-0.003718571
103,"B2B SaaS Lead Generation",2025-02-21,165961,3616,0.02179,0.023942857,-0.002152857
103,"B2B SaaS Lead Generation",2025-02-22,157177,3501,0.02227,0.023457142,-0.001187142
103,"B2B SaaS Lead Generation",2025-02-23,161863,3673,0.02269,0.023372857,-0.000682857
103,"B2B SaaS Lead Generation",2025-02-24,174601,3631,0.02080,0.022524285,-0.001724285
103,"B2B SaaS Lead Generation",2025-02-25,159935,4184,0.02616,0.023302857,0.002857143
103,"B2B SaaS Lead Generation",2025-02-26,171307,3473,0.02027,0.022177142,-0.001907142
103,"B2B SaaS Lead Generation",2025-02-27,169440,3440,0.02030,0.022040000,-0.001740000
103,"B2B SaaS Lead Generation",2025-02-28,165674,3080,0.01859,0.021582857,-0.002992857
103,"B2B SaaS Lead Generation",2025-03-01,165547,4105,0.02480,0.021944285,0.002855715
103,"B2B SaaS Lead Generation",2025-03-02,162023,3585,0.02213,0.021864285,0.000265715
103,"B2B SaaS Lead Generation",2025-03-03,172672,4049,0.02345,0.022242857,0.001207143
103,"B2B SaaS Lead Generation",2025-03-04,174037,3306,0.01900,0.021220000,-0.002220000
103,"B2B SaaS Lead Generation",2025-03-05,171933,3395,0.01975,0.021145714,-0.001395714
103,"B2B SaaS Lead Generation",2025-03-06,169542,4562,0.02691,0.022090000,0.004820000
103,"B2B SaaS Lead Generation",2025-03-07,153312,3341,0.02179,0.022547142,-0.000757142
103,"B2B SaaS Lead Generation",2025-03-08,173752,3014,0.01735,0.021482857,-0.004132857
103,"B2B SaaS Lead Generation",2025-03-09,164291,4231,0.02575,0.022000000,0.003750000
103,"B2B SaaS Lead Generation",2025-03-10,164544,3678,0.02235,0.021842857,0.000507143
103,"B2B SaaS Lead Generation",2025-03-11,163262,3152,0.01931,0.021887142,-0.002577142
103,"B2B SaaS Lead Generation",2025-03-12,156290,3899,0.02495,0.022630000,0.002320000
103,"B2B SaaS Lead Generation",2025-03-13,172896,2874,0.01662,0.021160000,-0.004540000
103,"B2B SaaS Lead Generation",2025-03-14,164154,3858,0.02350,0.021404285,0.002095715
103,"B2B SaaS Lead Generation",2025-03-15,180962,3858,0.02132,0.021971428,-0.000651428
103,"B2B SaaS Lead Generation",2025-03-16,163276,3492,0.02139,0.021348571,0.000041429
104,"New Fitness App Launch",2025-01-01,141941,2501,0.01762,0.017620000,0.000000000
104,"New Fitness App Launch",2025-01-02,137699,2242,0.01628,0.016950000,-0.000670000
104,"New Fitness App Launch",2025-01-03,135755,2823,0.02079,0.018230000,0.002560000
104,"New Fitness App Launch",2025-01-04,126372,2513,0.01989,0.018645000,0.001245000
104,"New Fitness App Launch",2025-01-05,122577,3112,0.02539,0.019994000,0.005396000
104,"New Fitness App Launch",2025-01-06,136654,2500,0.01829,0.019710000,-0.001420000
104,"New Fitness App Launch",2025-01-07,121551,3475,0.02859,0.020978571,0.007611429
104,"New Fitness App Launch",2025-01-08,134515,2360,0.01754,0.020967142,-0.003427142
104,"New Fitness App Launch",2025-01-09,140637,2911,0.02070,0.021598571,-0.000898571
104,"New Fitness App Launch",2025-01-10,132776,2418,0.01821,0.021230000,-0.003020000
104,"New Fitness App Launch",2025-01-11,141754,3230,0.02279,0.021644285,0.001145715
104,"New Fitness App Launch",2025-01-12,137146,2558,0.01865,0.020681428,-0.002031428
104,"New Fitness App Launch",2025-01-13,123855,3809,0.03075,0.022461428,0.008288572
104,"New Fitness App Launch",2025-01-14,132648,2286,0.01723,0.020838571,-0.003608571
104,"New Fitness App Launch",2025-01-15,129830,3941,0.03036,0.022670000,0.007690000
104,"New Fitness App Launch",2025-01-16,127188,3028,0.02381,0.023114285,0.000695715
104,"New Fitness App Launch",2025-01-17,140167,2426,0.01731,0.022985714,-0.005675714
104,"New Fitness App Launch",2025-01-18,138682,3341,0.02409,0.023171428,0.000918572
104,"New Fitness App Launch",2025-01-19,141339,2923,0.02068,0.023461428,-0.002781428
104,"New Fitness App Launch",2025-01-20,134288,3212,0.02392,0.022485714,0.001434286
104,"New Fitness App Launch",2025-01-21,149951,3063,0.02043,0.022942857,-0.002512857
104,"New Fitness App Launch",2025-01-22,135753,3413,0.02514,0.022197142,0.002942858
104,"New Fitness App Launch",2025-01-23,134606,2714,0.02016,0.021675714,-0.001515714
104,"New Fitness App Launch",2025-01-24,141885,2454,0.01730,0.021674285,-0.004374285
104,"New Fitness App Launch",2025-01-25,135917,3289,0.02420,0.021690000,0.002510000
104,"New Fitness App Launch",2025-01-26,131455,3367,0.02561,0.022394285,0.003215715
104,"New Fitness App Launch",2025-01-27,126418,3045,0.02409,0.022418571,0.001671429
104,"New Fitness App Launch",2025-01-28,133641,3357,0.02512,0.023088571,0.002031429
104,"New Fitness App Launch",2025-01-29,140530,2809,0.01999,0.022352857,-0.002362857
104,"New Fitness App Launch",2025-01-30,133660,2251,0.01684,0.021878571,-0.005038571
104,"New Fitness App Launch",2025-01-31,133625,2830,0.02118,0.022432857,-0.001252857
104,"New Fitness App Launch",2025-02-01,138222,2848,0.02060,0.021918571,-0.001318571
104,"New Fitness App Launch",2025-02-02,128462,3041,0.02367,0.021641428,0.002028572
104,"New Fitness App Launch",2025-02-03,133524,2828,0.02118,0.021225714,-0.000045714
104,"New Fitness App Launch",2025-02-04,120676,3241,0.02686,0.021474285,0.005385715
104,"New Fitness App Launch",2025-02-05,127523,3681,0.02887,0.022742857,0.006127143
104,"New Fitness App Launch",2025-02-06,133092,3270,0.02457,0.023847142,0.000722858
104,"New Fitness App Launch",2025-02-07,132802,2930,0.02206,0.023972857,-0.001912857
104,"New Fitness App Launch",2025-02-08,138101,3450,0.02498,0.024598571,0.000381429
104,"New Fitness App Launch",2025-02-09,140044,2462,0.01758,0.023728571,-0.006148571
104,"New Fitness App Launch",2025-02-10,141137,2691,0.01907,0.023427142,-0.004357142
104,"New Fitness App Launch",2025-02-11,143440,1736,0.01210,0.021318571,-0.009218571
104,"New Fitness App Launch",2025-02-12,126845,2514,0.01982,0.020025714,-0.000205714
104,"New Fitness App Launch",2025-02-13,137227,2594,0.01890,0.019215714,-0.000315714
104,"New Fitness App Launch",2025-02-14,126856,1848,0.01457,0.018145714,-0.003575714
104,"New Fitness App Launch",2025-02-15,133392,1977,0.01482,0.016694285,-0.001874285
104,"New Fitness App Launch",2025-02-16,134745,2763,0.02051,0.017112857,0.003397143
104,"New Fitness App Launch",2025-02-17,128924,2919,0.02264,0.017622857,0.005017143
104,"New Fitness App Launch",2025-02-18,130901,2453,0.01874,0.018571428,0.000168572
104,"New Fitness App Launch",2025-02-19,129690,2563,0.01976,0.018562857,0.001197143
104,"New Fitness App Launch",2025-02-20,129557,2434,0.01879,0.018547142,0.000242858
104,"New Fitness App Launch",2025-02-21,136346,2800,0.02054,0.019400000,0.001140000
104,"New Fitness App Launch",2025-02-22,135865,1838,0.01353,0.019215714,-0.005685714
104,"New Fitness App Launch",2025-02-23,139084,2095,0.01506,0.018437142,-0.003377142
104,"New Fitness App Launch",2025-02-24,145235,3305,0.02276,0.018454285,0.004305715
104,"New Fitness App Launch",2025-02-25,137060,3096,0.02259,0.019004285,0.003585715
104,"New Fitness App Launch",2025-02-26,146667,3216,0.02193,0.019314285,0.002615715
104,"New Fitness App Launch",2025-02-27,134404,3324,0.02473,0.020162857,0.004567143
104,"New Fitness App Launch",2025-02-28,130336,2620,0.02010,0.020100000,0.000000000
104,"New Fitness App Launch",2025-03-01,139110,3012,0.02165,0.021260000,0.000390000
104,"New Fitness App Launch",2025-03-02,132290,3118,0.02357,0.022475714,0.001094286
104,"New Fitness App Launch",2025-03-03,142162,3197,0.02249,0.022437142,0.000052858
104,"New Fitness App Launch",2025-03-04,137412,2125,0.01546,0.021418571,-0.005958571
104,"New Fitness App Launch",2025-03-05,135408,2488,0.01837,0.020910000,-0.002540000
104,"New Fitness App Launch",2025-03-06,138479,2780,0.02008,0.020245714,-0.000165714
104,"New Fitness App Launch",2025-03-07,130232,2616,0.02009,0.020244285,-0.000154285
104,"New Fitness App Launch",2025-03-08,136352,2222,0.01630,0.019480000,-0.003180000
104,"New Fitness App Launch",2025-03-09,139945,2825,0.02019,0.018997142,0.001192858
104,"New Fitness App Launch",2025-03-10,136200,2716,0.01994,0.018632857,0.001307143
104,"New Fitness App Launch",2025-03-11,132482,3123,0.02357,0.019791428,0.003778572
104,"New Fitness App Launch",2025-03-12,140725,3247,0.02307,0.020462857,0.002607143
104,"New Fitness App Launch",2025-03-13,134957,3077,0.02280,0.020851428,0.001948572
104,"New Fitness App Launch",2025-03-14,136576,2782,0.02037,0.020891428,-0.000521428
104,"New Fitness App Launch",2025-03-15,143036,2518,0.01760,0.021077142,-0.003477142
104,"New Fitness App Launch",2025-03-16,133476,3120,0.02337,0.021531428,0.001838572
105,"Monsoon Sale Campaign",2025-01-01,131537,3224,0.02451,0.024510000,0.000000000
105,"Monsoon Sale Campaign",2025-01-02,120562,1819,0.01509,0.019800000,-0.004710000
105,"Monsoon Sale Campaign",2025-01-03,116031,2780,0.02396,0.021186666,0.002773334
105,"Monsoon Sale Campaign",2025-01-04,111960,2459,0.02196,0.021380000,0.000580000
105,"Monsoon Sale Campaign",2025-01-05,114728,1997,0.01741,0.020586000,-0.003176000
105,"Monsoon Sale Campaign",2025-01-06,120414,2082,0.01729,0.020036666,-0.002746666
105,"Monsoon Sale Campaign",2025-01-07,123109,2524,0.02050,0.020102857,0.000397143
